-125	10	31275.85
-130	10	31279.75
-135	10	31282.11
-140	10	31285.72
-145	10	31288.34
-150	10	31293.25
-155	10	31294.15
-160	10	31294.93
-165	10	31296.46
-170	10	31296.63
-175	10	31295.32
-180	10	31294.44
-185	10	31295.02
-190	10	31292.33
-195	10	31292.96
-200	10	31285.34
-200	15	31280.43
